cadde,konum,enlem,boylam,olay,eslesme_uzakligi_km
Eşrefpaşa Caddesi,Arap Camii Sonrası,38.40632,27.12845,1,0.01
Yeşillik Caddesi,Aktepe,38.36156,27.13729,1,1.01
Yeşillik Caddesi,Esbaş Alt Geçit İçi,38.36156,27.13729,1,2.73
Girne Bulvarı,Girne Pazar Alanı,38.47033,27.11194,1,0.94
Şehitler Caddesi,Stadyum Hizası,38.43317,27.17978,1,1.02
Mustafa Kemal Sahil Bulvarı,Göztepe Metro Hizası,38.4003,27.09155,1,0.01
Yeşildere Caddesi,Halide Edip Adıvar Caddesi,38.39198,27.13475,1,0.26
Mustafa Kemal Sahil Bulvarı,Konak Tüneli,38.41866,27.12739,1,0.02
Kamil Tunca Bulvarı,1. Sanayi Kavşak İçi,38.43292,27.1807,1,0.34
Cemal Gürsel Caddesi,Bostanlı İskelesi Öncesi,38.45699,27.09832,1,0.01
Atatürk Caddesi,Tekel Meydanı Öncesi,38.43686,27.1476,1,0.07
Mustafa Kemal Sahil Bulvarı,Küçükyalı Tramvay Durağı Hizası,38.40706,27.10161,1,0.08
Mustafa Kemal Sahil Bulvarı,Konak Polis Evi Hizası,38.41887,27.12775,1,0.05
Yeşillik Caddesi,Buca köprü Altı,38.38302,27.13486,1,2.94
Mehmet Akif Caddesi,Buca köprü Altı,38.39281,27.14959,1,1.95
Anadolu Caddesi,Çiğli İtfaiye Kavşak içi,38.4944,27.06168,1,0
Yeşildere Caddesi,Ballıkuyu Katılımı Sonrası,38.41693,27.15518,1,0.43
Hasan Ali Yücel Bulvarı,Bostanlı İskele Kavşak İçi,38.45486,27.09682,1,0.02
Aydınlar Caddesi,Işıkkent Çevreyolu Viyadük Altı,38.42621,27.23365,1,0.23
Kamil Tunca Bulvarı,Otogar Kavşak İçi,38.42759,27.21138,1,0.04
Anadolu Caddesi,Turan Otobüs Duraklar Hizası,38.46735,27.14962,1,0.01
Şehitler Caddesi,Alsancak Meles Ayrımı,38.43818,27.14953,1,0.03
Fevzi Paşa Bulvarı,Alsancak Ayrımı Öncesi,38.42256,27.14308,1,1.77
Yeşildere Caddesi,Ege Üniversitesi Viyadük Üstü,38.42652,27.15225,1,0.42
Anadolu Caddesi,Turan Otobüs Duraklar Sonrası,38.46735,27.14962,1,0.01
İnönü Caddesi,İzmirspor Metro Hizası,38.40173,27.11049,1,0
Fevzi Paşa Bulvarı,Çankaya Kavşağı Sonrası,38.42249,27.136,1,0
Altınyol Caddesi,Turan İzban Hizası,38.4471,27.17144,1,2.9
Liman Caddesi,Alsancak Tramvay Hizası,38.43933,27.14784,1,0.08
Anadolu Caddesi,Naldöken Üst Geçit Altı,38.46651,27.12936,1,0.01
Manas Bulvarı,Adliye Kavşak İçi,38.44995,27.17987,1,0.01
Haydar Aliyev Bulvarı,İnciraltı Caddesi Kesişimi,38.40866,27.03518,1,0
Onat Caddesi,Homeros Kavşak İçi,38.39806,27.15254,1,0.41
Liman Caddesi,Alsancak Gar Öncesi,38.43965,27.14807,1,0.01
Yalı Bulvarı,Bostanlı İskele Hizası,38.45459,27.09749,1,0.01
Özmen Caddesi,Çevikbir Meydanı,38.38323,27.17083,1,0.02
Şehitler Caddesi,Halkapınar Aktarma Öncesi,38.43406,27.16854,1,0.08
Fatih Caddesi,Stadyum Metro Öncesi,38.44234,27.18017,1,0.04
Mustafa Kemal Sahil Bulvarı,Göztepe İskele,38.4003,27.09155,1,0.01
Fevzipaşa bulvarı,Basmane Yol Ayrımı,38.42256,27.14308,1,0.06
Girne Bulvarı,Kareksan Hizası,38.47033,27.11194,1,0.45
Ozan Abay Caddesi,Salhane İzban Hizası,38.45062,27.17265,1,0.03
Caher Dudayev Bulvarı,Memur Kardeşler Camii Hizası,38.47509,27.06854,1,0.08
Mustafa Kemal Sahil Bulvarı,Adnan Saygun Sanat Merkezi,38.40046,27.07748,1,0.15
Kemalpaşa Caddesi,Işıkkent Kavşak İçi,38.43202,27.22784,1,0.01
Altınyol Caddesi,Liman Yol Ayrımı Sonrası,38.44261,27.17074,1,1.4
Ankara Caddesi,Türkan Özilhan Devlet Hastanesi Hizası,38.45792,27.25094,1,0.03
Mithat Paşa Caddesi,Fahrettin Altay Meydanı,38.39696,27.06989,1,0
Yalı Bulvarı,İskele Hizası,38.45594,27.12385,1,2.43
Eşrefpaşa Caddesi,Benzinlik Hizası,38.43167,27.16459,1,2.5
Homeros Bulvarı,Konak Tüneli Sonrası,38.4025,27.14404,1,2.12
Yeşillik Caddesi,Gaziemir Alt Geçit İçi,38.36156,27.13729,1,0.44
Anadolu Caddesi,Turan Köprü Hizası,38.46735,27.14962,1,0.01
Konak Tüneli,Konak tüneli,38.41545,27.12787,1,0.04
Mustafa Kemal Sahil Bulvarı,Konak Viyadük Sonrası,38.41887,27.12775,1,0.05
Cemal Gürsel Caddesi,Nikah Sarayı,38.44999,27.11055,1,0.03
Yeşildere Caddesi,Ballıkuyu Ayrımı Sonrası,38.41693,27.15518,1,0.43
Anadolu Caddesi,Dedebaşı Kavşağı Öncesi,38.4717,27.10852,1,0.01
Ankara Caddesi,Ege Üniversitesi Yol Aryımı,38.46138,27.22944,1,0.19
Mithatpaşa Caddesi,Göztepe Durağı Önü,38.39978,27.09214,1,0.07
Anadolu Caddesi,Karya Evleri Hizası,38.48854,27.07171,1,1.1
Manas Bulvarı,Smyrna Meydanı Öncesi,38.4611,27.17252,1,0.01
Sarnıç Yolu,Sarnıç Köprü Altı,38.31154,27.14452,1,0.06
Nur Sultan Nazarbayev Caddesi,Smyrna Kavşak İçi,38.46175,27.17132,1,0.13
Anadolu Caddesi,Çiğli Evka-5 Kavşak Öncesi,38.4944,27.06168,1,0
Anadolu Caddesi,Smyrna Yol Ayrımı,38.46354,27.1645,1,0.27
Akçay Caddesi,Sarnıç Alt Geçit İ,38.31171,27.143,1,0.15
Mustafa Kemal Sahil Bulvarı,Hava Eğitim Komutanlığı Hizası,38.40172,27.07431,1,0.19
Yeni Girne Bulvarı,Girne Pazaryeri Öncesi,38.47887,27.11538,1,0.01
Anadolu Caddesi,Çiğli Maltepe Işıkları,38.4944,27.06168,1,0
Menderes Caddesi,Şirinyer Kavşak İçi,38.39304,27.14935,1,0
Eşrefpaşa Caddesi,İkiçeşmelik Camii Sonrası,38.41432,27.1342,1,0
Şair Eşref Bulvarı,Lozan Meydanı Öncesi,38.43102,27.14265,1,0
İnönü Caddesi,Göztepe Stadı Sonrası,38.39605,27.09427,1,0.01
Eşrefpaşa Caddesi,İkiçeşmelik Camii Öncesi,38.41432,27.1342,1,0
Yeşillik Caddesi,PTT Hizası,38.40203,27.12938,1,1.67
Cemal Gürsel Caddesi,İskele Hizası,38.45567,27.12095,1,2.58
Gaziler Caddesi,Yeşildere Bağlantı Yolu,38.422,27.1519,1,1.18
Anadolu Caddesi,Evka 5 Köprülü Kavşağı Öncesi,38.50838,27.04728,1,0.46
Akçay Caddesi,Kipa Alt Geçit İçi,38.31769,27.13972,1,0.99
Yeşildere Caddesi,Tarihi Su Kemerleri sonrası,38.40884,27.14858,1,0
Cumhuriyet Bulvarı,Konak Pier Yaya Üst Geçit Altı,38.42248,27.13116,1,0.15
Gaziler Caddesi,Kapılar Kavşak İçi,38.42211,27.15164,1,0
İnönü Caddesi,Fahrettin Altay Meydanı KAvşak İçi,38.39695,27.07004,1,0.01
Hasan Ali Yücel Bulvarı,Bostanlı Pazaryeri Öncesi,38.45493,27.09709,1,0.26
İnönü Caddesi,Poligon Kavşak İçi,38.39326,27.08483,1,0
Caher Dudayev Bulvarı,Mavişehir AVM Hizası,38.47533,27.06773,1,0.01
Anadolu Caddesi,Bayraklı Üst Geçit İÇi,38.46504,27.16332,1,0.01
Şehitler Caddesi,1. Sanayi KAvşak İçi,38.43245,27.17532,1,0.14
Mustafa Kemal Sahil Bulvarı,Karataş Üst Geçit Altı,38.41046,27.11886,1,0.01
Anadolu Caddesi,Zafer Payzın Kavşak İçi,38.44567,27.173,1,0
Mithatpaşa Caddesi,Polis Evi Hizası,38.41282,27.12195,1,0.05
Akçay Caddesi,Migros Alt Geçit Öncesi,38.33629,27.134,1,0.08
Eşrefpaşa Caddesi,Kestelli Lambalar Sonrası,38.4158,27.13503,1,0
Halil Rıfat Paşa Caddesi,Konak Üst Geçit Sonrası,38.41537,27.12828,1,0.18
Ankara Caddesi,Nilüfer KAvşak İçi,38.44794,27.18125,1,1.35
Atatürk Caddesi,Tren Garı Hizası,38.29776,27.17618,1,0.3
Gaziler Caddesi,Kapılar Benzinlik Hizası,38.42211,27.15164,1,0
Anadolu Caddesi,Soğukkuyu Üst Geçit Sonrası,38.4684,27.12174,1,0.6
Anadolu Caddesi,Şemikler Lambalar,38.4779,27.09604,1,0.28
Mustafa Kemal Sahil Bulvarı,Küçükyalı Köprü Durağı Hizası,38.40706,27.10161,1,0.08
Yeşildere Caddesi,Yeşildere Son Durakları Hizası,38.40749,27.14482,1,0
Şair Eşref Bulvarı,Hocazade Cami Önü,38.4337,27.14462,1,0
Gazi Bulvarı,Çankaya Kavşak İçi,38.42402,27.13754,1,0.06
Ankara Caddesi,Hastane Yol Ayrımı,38.44619,27.17581,1,2.18
Mustafa Kemal Sahil Bulvarı,Narlıdere İstihkam Hizası,38.39709,27.00297,1,0.24
Girne Bulvarı,Girne pazaryeri hizası,38.47033,27.11194,1,0.98
Anadolu Caddesi,Bostanlı itfaiye öncesi,38.47005,27.1111,1,1.82
Anadolu Caddesi,Çiğli itfaiye hizası,38.4944,27.06168,1,0
Yeşillik Caddesi,Buca köprü altı,38.38302,27.13486,1,2.94
Kemalpaşa Caddesi,Kokluca Mezarlığı Sonrası,38.42623,27.19263,1,0
Kamil Tunca Caddesi,Yeşilova Kavşağı Öncesi,38.4305,27.1988,1,0.96
Cumhuriyet Bulvarı,Konak Alt Geçit Sonrası,38.42248,27.13116,1,0.15
Yeşildere Caddesi,Alsancak Yol Ayrımı Öncesi,38.42652,27.15225,1,1.29
Gaziler Caddesi,Hastane Hizası,38.42341,27.15982,1,0.92
Nur Sultan Nazarbayev Caddesi,Smyrna Kavşağı Öncesi,38.46175,27.17132,1,0.13
Halide Edip Adıvar Caddesi,Bozyaka Ayrımı Öncesi,38.39749,27.13092,1,1.4
Eski İzmir Caddesi,Bozyaka Hastane Kavşak İçi,38.3895,27.12001,1,0.15
Ankara Caddesi,Özkanlar Köprü Hizası,38.45722,27.20501,1,0.32
Cumhuriyet Bulvarı,Konak Alt Geçit İçi,38.42248,27.13116,1,0.15
Liman Caddesi,Liman C Kapısı Öncesi,38.44025,27.14992,1,0.01
Üniversite Caddesi,Stadyum Kavşağı Öncesi,38.44264,27.18076,1,0.03
Yalı Bulvarı,Naldöken Köprü Öncesi,38.46432,27.12941,1,0.08
Ankara Caddesi,Orkide Yağ Fabrikası Sonrası,38.45414,27.19721,1,0.01
Liman Caddesi,Alsancak Gar Kavşak İçi,38.43965,27.14807,1,0.01
Eşrefpaşa Caddesi,Pazaryeri Girişi,38.41921,27.13683,1,0.41
İnönü Caddesi,Göztepe Güsel Aksel Stadyumu Sonrası,38.39605,27.09427,1,0.01
Mithatpaşa Caddesi,Çağdaş Kavşağı Öncesi,38.39396,27.0456,1,0.01
Mithatpaşa Caddesi,İnciraltı Kavşak İçi,38.3934,27.03445,1,0.03
Ankara Caddesi,Naldöken Köprü Üstü,38.45276,27.26592,1,0.07
Halide Edip Adıvar Caddesi,Yeşildere Caddesi Katılımı Öncesi,38.39746,27.13124,1,1.62
İnönü Caddesi,Fahrettin Altay Kavşak İçi,38.39658,27.07153,1,0.01
Mustafa Kemal Sahil Bulvarı,Karataş Üst Geçit İçi,38.41078,27.11988,1,0.01
Anadolu Caddesi,Serinkuyu Üst Geçit Sonrası,38.47539,27.10287,1,0.01
Gaziler Caddesi,Gıda Çarşısı Kavşağı Sonrası,38.42465,27.16868,1,0.42
Yeşillik Caddesi,Hasan Hüseyinler Alt Geçit Hizası,38.4021,27.1301,1,2.17
Halil Rıfat Paşa Caddesi,Konak Alt Geçit İçi,38.41379,27.12447,1,0.05
Mustafa Kemal Sahil Bulvarı,Konak Pier Köprü Altı,38.41887,27.12775,1,0.05
Mithatpaşa Caddesi,Güzelbahçe 2. Liman,38.37567,26.87552,1,0.02
Ankara Caddesi,Naldöken Köprü Öncesi,38.45276,27.26592,1,0.07
Üniversite Caddesi,Ege Üniversitesi Hastane Kavşak İçi,38.45837,27.21615,1,1.11
Üniversite Caddesi,Bornova Metro Öncesi,38.45831,27.2147,1,0.06
Anadolu Caddesi,Turan Askeriya Öncesi,38.46735,27.14962,1,0.01
Doğuş Caddesi,Kuruçeşme Kavşak İçi,38.3726,27.1941,1,0.1
Ankara Caddesi,Manavkuyu Köprü Öncesi,38.45356,27.19513,1,1.03
Mustafa Kemal Sahil Bulvarı,Göztepe Asman Köprü Sonrası,38.4003,27.09155,1,0.01
Anadolu Caddesi,Dedebaşı Yeni Girne Köprü Öncesi,38.4717,27.10852,1,0.01
Ankara Caddesi,Doğanlar Viyadüğü Üstü,38.45725,27.25085,1,0.63
Fevzipaşa Bulvarı,Konak Pier Hizası,38.42248,27.13116,1,0.15
Mustafa Kemal Sahil Bulvarı,Zafer Payzın Öncesi,38.40604,27.09892,1,0.06
Anadolu Caddesi,Çiğli Çevreyolu Viyadüğü Öncesi,38.4944,27.06168,1,0
Yeşillik Caddesi,Gürçeşme Yol Ayrımı Öncesi,38.39528,27.13526,1,2.32
Anadolu Caddesi,Çiğli Belediyesi Öncesi,38.4944,27.06168,1,0
Gaziler Caddesi,Yeşildere Katılımı,38.422,27.1519,1,1.18
Anadolu Caddesi,Çiğli Maltepe Ayrımı Öncesi,38.4944,27.06168,1,0
Mustafa Kemal Sahil Bulvarı,Karataş Üst Geçit Sonrası,38.41046,27.11886,1,0.01
İnönü Caddesi,Göztepe Stadyumu Hizası,38.39605,27.09427,1,0.01
Mustafa Kemal Sahil Bulvarı,Konak alt Geçit İçi,38.41866,27.12739,1,0.02
Yeşildere Caddesi,Gürçeşme Yol Ayrımı Sonra,38.41037,27.15473,1,0.2
İnönü Caddesi,Göztepe Metro Hizası,38.39605,27.09427,1,0.01
Manas bulvarı,Smyrna Kavşak İçi,38.4611,27.17252,1,0.01
Anadolu Caddesi,Ege Ordu Komutanlığı Hizası,38.43966,27.17231,1,1.89
Anadolu Caddesi,Bayraklı Belediye Önü,38.46504,27.16332,1,0.01
Mustafa Kemal Sahil Bulvarı,Karantina Kavşak İçi,38.40839,27.10796,1,0.14
Anadolu Caddesi,Soğukkuyu Üst Geçit,38.4684,27.12174,1,0.6
Yeşildere Caddesi,Tepecik Köprü Basmane Ayrım Öncesi,38.42168,27.1531,1,0.3
Cevdet Bilsay Caddesi,Soğukkuyu Kavşağı,38.46662,27.11643,1,0.81
Mustafa Kemal Sahil Bulvarı,Güzelyalı Ayrımı Öncesi,38.39849,27.0848,1,0.01
Akçay Caddesi,Sarnıç Üst Geçit Yan Yol,38.31171,27.143,1,0.15
Ankara Caddesi,Çevre Yolu Girişi,38.45649,27.20336,1,0.59
Ankara Caddesi,Ege Üniversitesi Viyadük Bornova Ayrımı,38.46138,27.22944,1,0.19
Şehitler Caddesi,Halkapınar Kavşak Öncesi,38.43406,27.16854,1,0.08
Altınyol Caddesi,Halkapınar Köprü Sonrası,38.44261,27.17074,1,0.77
Gazi Bulvarı,Halit Ziya Bulvarı,38.4244,27.13481,1,0.19
Mustafa Kemal Sahil Bulvarı,Güzelyalı Kavaşak İçi,38.39849,27.0848,1,0.01
Manas Bulvarı,Smyrna Kavşak Öncesi,38.4611,27.17252,1,0.01
Anadolu Caddesi,Çiğli Belediye Binası Hizası,38.4944,27.06168,1,0
Anadolu Caddesi,Soğukkuyu Kavşak Sonrası,38.4684,27.12174,1,0.6
Anadolu Caddesi,Çiğli Maltepe Kavşak İçi,38.4944,27.06168,1,0
Ahmet Piriştina Bulvarı,Tınaztepe Hastanesi Kavşak İçi,38.37002,27.19371,1,0.03
Atatürk Caddesi,Hava Teknik Okullar Komutanlığı Hizası,38.29776,27.17618,1,0.3
Liman Caddesi,Alsancak Gar,38.43965,27.14807,1,0.01
Altınyol Caddesi,Bayraklı Yaya Üst Geçit Altı,38.4471,27.17144,1,1.95
Yeşildere Caddesi,Hilal Köprü Sonrası,38.42652,27.15225,1,0.15
Şehitler Caddesi,Halkapınar Aktarma Köprü Sonrası,38.43406,27.16854,1,0.08
Ankara Caddesi,Özkanlar Üsr Geçit Öncesi,38.45722,27.20501,1,0.32
Üniversite Caddesi,Ege Üniversite Hastane Hizası,38.44264,27.18076,1,2.69
Liman Caddesi,Halkapınar Kavşak Bağlantı,38.44026,27.15672,1,1.18
Mustafa Kemal Sahil Bulvarı,Göztepe Tramvay Durak Sonrası,38.4003,27.09155,1,0.01
Homeros Bulvarı,Konak Tünel Sonrası,38.4025,27.14404,1,2.12
İnciraltı Caddesi,İnciraltı Köprü,38.41006,27.03409,1,0
Yeşildere Caddesi,Hilal Köprü,38.42652,27.15225,1,0.15
Mustafa Kemal Sahil Bulvarı,Köprü Durak Hizası,38.4058,27.09851,1,0.01
Mustafa Kemal Sahil Bulvarı,Küçükyalı Kavlak Öncesi,38.40706,27.10161,1,0.08
Ankara Caddesi,Ege Üniversite Viyadük Üstü,38.44619,27.17581,1,2.59
İnönü Caddesi,Poligon Metro Durağı Öncesi,38.39326,27.08483,1,0
Yeşildere Caddesi,Ballıkuyu Üst Geçit,38.41693,27.15518,1,0.43
Mustafa Kemal Sahil Bulvarı,Köprü Durak Sonrası,38.4058,27.09851,1,0.01
Gaziler Caddesi,Hastane Önü,38.42341,27.15982,1,0.92
Yeşildere Caddesi,Tepecik Köprü Basmane Ayrımı,38.42168,27.1531,1,0.3
Yeşillik Caddesi,Karabağlar Belediye Sonrası,38.38424,27.13463,1,0.15
Anadolu Caddesi,Bayraklı Belediye Öncesi,38.46504,27.16332,1,0.01
Anadolu Caddesi,Turan Otobüs Durak Öncesi,38.46735,27.14962,1,0.01
Akçay Caddesi,Sarnıç Kavşak Yan Yolu,38.31171,27.143,1,0.15
Yeşillik Caddesi,Karabağlar Belediye hizası,38.38424,27.13463,1,0.15
Ankara Caddesi,Özkanlar Köprü Öncesi,38.45722,27.20501,1,0.32
Cumhuriyet Bulvarı,Konak Yaya Üst Geçit Altı,38.42248,27.13116,1,0.15
Halide Edip Adıvar,Bozyaka Ayrım Sonrası,38.39749,27.13092,1,1.4
Anadolu Caddesi,Soğukkuyu Kavşak Girişi,38.4684,27.12174,1,0.6
Anadolu Caddesi,Adnan Kahveci Kavşak İçi,38.46015,27.16655,1,0.03
Anadolu Caddesi,Bayraklı Belediye Sonrası,38.46504,27.16332,1,0.01
Akçay Caddesi,ESBAŞ Alt Geçit Sonrası,38.33674,27.13382,1,0.02
Yeşildere Caddesi,Karabağlar Belediye Öncesi,38.39198,27.13457,1,0.87
Anadolu Caddesi,Ayyıldız Kavşak Sonrası,38.48046,27.09152,1,0.01
Mustafa Kemal Sahil Bulvarı,Köprü Tramvay Durak Hizası,38.4058,27.09851,1,0.01
Altınyol Caddesi,Bayraklı Belediye Öncesi,38.4471,27.17144,1,1.95
Konak Tüneli,Konak Tünel İçi,38.41576,27.12754,1,0.11
Yeşillik Caddesi,Buca Köprü Yol Ayrımı,38.38302,27.13486,1,2.94
Yeşildere Caddesi,Gürçeşme Yol Ayrım Öncesi,38.41037,27.15473,1,0.2
Mustafa Kemal Sahil Bulvarı,Marina Kavşak Sonrası,38.42254,27.13104,1,1.26
Akçay Caddesi,Semt Garajı Kavşak Öncesi,38.35739,27.13539,1,0.06
Yeşildere Caddesi,Mobilya Mağaza Sonrası,38.42637,27.15214,1,1.17
